Mina Kian_present.wav
5.820 0.045 ɪ
5.910 0.045 z
6.030 0.045 p
6.090 0.045 ɹ
6.150 0.045 a
6.240 0.045 j
6.330 0.045 ʐ
6.420 0.045 ə
6.600 0.045 d
7.350 0.045 m
7.410 0.045 e
7.560 0.045 z
7.650 0.045 ə
8.220 0.045 o
8.280 0.045 w
8.370 0.045 v
8.430 0.045 ɹ̩
8.580 0.045 tʲ
8.670 0.045 ɪ
8.940 0.045 ɹ

stop5.wav
0.120 0.045 ʔ
0.180 0.045 a
0.420 0.045 ʂ
0.540 0.045 ɨ
2.130 0.045 k
2.220 0.045 œ
2.310 0.045 ɾ
2.370 0.045 ɪ
2.520 0.045 s
2.610 0.045 æ
2.880 0.045 n
2.940 0.045 ʌ
3.030 0.045 m
3.090 0.045 ɨ
3.210 0.045 f
3.300 0.045 a
3.480 0.045 ɒ

stop4.wav
0.120 0.045 ʔ
0.180 0.045 a
0.420 0.045 ʂ
2.130 0.045 k͡p̚
2.190 0.045 œ
2.310 0.045 ɾʲ
2.370 0.045 ɪ
2.490 0.045 ɕ
2.610 0.045 æ
2.760 0.045 b
2.850 0.045 ɴ
2.910 0.045 ʌ
2.970 0.045 ɴ
3.030 0.045 b
3.090 0.045 ə
3.240 0.045 f
3.330 0.045 uə
3.510 0.045 ɾ

stop6.wav
0.120 0.045 h
0.450 0.045 ʂ
2.160 0.045 k͡p̚
2.220 0.045 ʌ
2.400 0.045 tɕ
2.460 0.045 i
2.520 0.045 tʂ
2.580 0.045 iː
2.700 0.045 ɕ
2.790 0.045 e
2.970 0.045 s̪
3.030 0.045 iː
3.150 0.045 ɕ
3.210 0.045 i
3.240 0.045 a
3.390 0.045 t
3.450 0.045 ʌ
3.570 0.045 s̪
3.660 0.045 iː
3.780 0.045 t͡ʃ
3.840 0.045 o
4.020 0.045 ɾ
4.080 0.045 e

Nathan Dennler.wav
0.150 0.045 w
0.210 0.045 ɛ
0.270 0.045 l
0.360 0.045 k
0.420 0.045 ʌ
0.480 0.045 m
0.570 0.045 d͡ʒ
0.630 0.045 ə
0.690 0.045 n
0.780 0.045 e
0.840 0.045 j
0.930 0.045 θ
0.990 0.045 ə
1.050 0.045 n
1.170 0.045 s
1.260 0.045 d
1.350 0.045 ɛ
1.620 0.045 s
1.710 0.045 k
2.430 0.045 n
2.490 0.045 i
2.550 0.045 j
2.640 0.045 z
2.700 0.045 ə
2.760 0.045 n
2.850 0.045 ɪ
2.910 0.045 z
3.000 0.045 k
3.060 0.045 ʌ
3.150 0.045 l
3.240 0.045 ɪ
3.330 0.045 v
3.390 0.045 a
3.510 0.045 j
3.660 0.045 z
3.720 0.045 b̥
3.780 0.045 a
3.810 0.045 j
3.960 0.045 m
4.050 0.045 a
4.170 0.045 j
4.290 0.045 ɹ̩
4.410 0.045 n
4.530 0.045 ə
4.680 0.045 ɪ
4.710 0.045 n
4.770 0.045 tʰ
4.800 0.045 ɹ̩
4.950 0.045 æ
5.040 0.045 k
5.130 0.045 ʃ
5.220 0.045 ə
5.250 0.045 n
5.370 0.045 l
5.430 0.045 a
5.490 0.045 j
5.610 0.045 m
5.670 0.045 ə
5.700 0.045 n
5.850 0.045 s
5.940 0.045 ɛ
6.060 0.045 f
6.120 0.045 ə
6.150 0.045 n
6.240 0.045 ə
6.330 0.045 s
6.450 0.045 n
6.480 0.045 ɨ
6.600 0.045 x
6.630 0.045 ʁ
6.690 0.045 ə
6.750 0.045 l
6.900 0.045 e
6.930 0.045 j
6.990 0.045 tʰ
7.050 0.045 ə
7.140 0.045 z
7.230 0.045 ɪ
7.260 0.045 n
7.320 0.045 ð
7.380 0.045 ə
7.470 0.045 iː
7.590 0.045 h
7.680 0.045 ɑ
7.770 0.045 ɹ
7.920 0.045 ə
8.070 0.045 z
8.160 0.045 l
8.190 0.045 uə
8.280 0.045 æ
8.520 0.045 ɾ
9.180 0.045 ð
9.240 0.045 ɛ
9.300 0.045 ɹ
9.420 0.045 w
9.450 0.045 ɹ̩
9.600 0.045 k
9.690 0.045 s
9.750 0.045 l
9.810 0.045 o
9.870 0.045 w
9.930 0.045 x
9.990 0.045 ə
10.080 0.045 s
10.170 0.045 ə
10.260 0.045 z
10.320 0.045 ɑ
10.410 0.045 n
10.500 0.045 ɛ
10.530 0.045 n
10.650 0.045 e
10.740 0.045 b̥
10.800 0.045 ə
10.830 0.045 l
10.920 0.045 ɪ
10.980 0.045 ŋ
11.100 0.045 ɹ
11.160 0.045 o
11.220 0.045 w
11.280 0.045 b̞
11.340 0.045 ɑ
11.520 0.045 d
11.610 0.045 s
11.700 0.045 ɻ̩
11.850 0.045 d
11.910 0.045 æ
12.060 0.045 z
12.120 0.045 t
12.180 0.045 ə
12.240 0.045 d
12.300 0.045 ɪ
12.390 0.045 f
12.450 0.045 ɹ̩
12.480 0.045 ə
12.510 0.045 n
12.540 0.045 t
12.600 0.045 j
12.660 0.045 u
12.780 0.045 z
12.840 0.045 ɹ̩
12.900 0.045 ɛ
12.930 0.045 s
13.050 0.045 p
13.080 0.045 ɹ
13.140 0.045 ɛ
13.260 0.045 f
13.320 0.045 ɹ̩
13.350 0.045 ə
13.410 0.045 n
13.500 0.045 s
13.560 0.045 ɪ
13.710 0.045 z
14.040 0.045 p
14.100 0.045 ɑ
14.130 0.045 ɹ
14.160 0.045 ɾ
14.220 0.045 t
14.280 0.045 ɪ
14.370 0.045 k
14.400 0.045 j
14.460 0.045 ə
14.520 0.045 l
14.580 0.045 ɹ̩
14.760 0.045 l
14.820 0.045 i
14.910 0.045 æ
14.970 0.045 n
15.030 0.045 ð
15.060 0.045 ə
15.180 0.045 k
15.270 0.045 e
15.330 0.045 j
15.450 0.045 s
15.540 0.045 ʌ
15.600 0.045 v
15.720 0.045 l
15.780 0.045 ʏ
15.840 0.045 m
15.900 0.045 ə
15.930 0.045 n
16.020 0.045 æ
16.050 0.045 n
16.170 0.045 m
16.200 0.045 ə
16.260 0.045 w
16.350 0.045 v
16.440 0.045 ɪ
16.500 0.045 l
16.590 0.045 ə
16.680 0.045 tʰ
16.740 0.045 i
17.580 0.045 n
17.640 0.045 e
17.670 0.045 j
17.760 0.045 z
17.820 0.045 ə
17.880 0.045 n
17.940 0.045 ɛ
17.970 0.045 z
18.030 0.045 w
18.090 0.045 ɹ̩
18.270 0.045 k
18.300 0.045 h
18.360 0.045 æ
18.510 0.045 z
18.660 0.045 t
18.750 0.045 u
18.930 0.045 m
18.990 0.045 e
19.020 0.045 j
19.110 0.045 n
19.230 0.045 ɹ
19.290 0.045 i
19.440 0.045 s
19.530 0.045 ɻ̩
19.710 0.045 t͡ʃʲ
19.830 0.045 t͡ɕ
19.890 0.045 ɻ̩
20.040 0.045 ɛ
20.130 0.045 k
20.190 0.045 ʃ
20.280 0.045 ə
20.370 0.045 n
20.550 0.045 z
21.270 0.045 a
21.360 0.045 d
21.420 0.045 ɪ
21.510 0.045 n
21.600 0.045 ə
21.690 0.045 f
21.750 0.045 a
21.810 0.045 j
21.900 0.045 ɪ
21.930 0.045 n
22.050 0.045 w
22.110 0.045 ʌ
22.170 0.045 tʰ
22.290 0.045 ɹ
22.350 0.045 o
22.410 0.045 w
22.470 0.045 b̥
22.560 0.045 a
22.620 0.045 j
22.680 0.045 ɾ
22.770 0.045 æ
22.920 0.045 ʃ
23.010 0.045 ɻ̩
23.040 0.045 v
23.160 0.045 i
23.250 0.045 ɪ
23.310 0.045 z
23.430 0.045 p
23.490 0.045 i
23.580 0.045 p
23.610 0.045 ə
23.670 0.045 l
23.760 0.045 ʌ
23.820 0.045 v
23.940 0.045 p
23.970 0.045 ɹ
24.030 0.045 ɛ
24.120 0.045 s
24.210 0.045 ɹ̩
24.240 0.045 ə
24.300 0.045 n
24.390 0.045 s
24.450 0.045 f
24.510 0.045 ɹ̩
24.660 0.045 n
24.780 0.045 w
24.840 0.045 e
24.900 0.045 j
25.020 0.045 z
25.110 0.045 æ
25.200 0.045 tʰ
25.290 0.045 ɹ
25.350 0.045 o
25.440 0.045 w
25.500 0.045 b̥
25.560 0.045 ə
25.770 0.045 s
25.860 0.045 k
25.920 0.045 æ
25.950 0.045 n
26.040 0.045 ə
26.130 0.045 d
26.190 0.045 æ
26.340 0.045 s
26.430 0.045 t
26.460 0.045 ə
26.520 0.045 tʰ
26.550 0.045 i
26.670 0.045 z
26.730 0.045 æ
26.880 0.045 tʂ
26.970 0.045 ɹ̩
27.090 0.045 v
27.120 0.045 j
27.180 0.045 u
27.420 0.045 tʰ
27.450 0.045 s
28.200 0.045 t
28.260 0.045 ɨ
28.380 0.045 a
28.440 0.045 j
28.560 0.045 d
28.620 0.045 ɛ
28.650 0.045 n
28.710 0.045 t
28.740 0.045 ə
28.830 0.045 f
28.920 0.045 a
28.950 0.045 j
29.070 0.045 ð
29.130 0.045 i
29.220 0.045 z
29.310 0.045 æ
29.460 0.045 ʃ
29.490 0.045 t͡ʃʲ
29.520 0.045 ɹ
29.550 0.045 ə
29.640 0.045 b̥
29.670 0.045 j
29.700 0.045 u
29.790 0.045 ɾ
29.820 0.045 tʰ
29.850 0.045 s
30.000 0.045 n
30.060 0.045 i
30.180 0.045 θ
30.240 0.045 æ
30.270 0.045 n
30.300 0.045 d
30.360 0.045 k
30.450 0.045 ə
30.510 0.045 l
30.570 0.045 ɛ
30.660 0.045 k
30.720 0.045 t
30.780 0.045 ə
30.870 0.045 tʰ
30.900 0.045 ə
30.990 0.045 d
31.050 0.045 æ
31.200 0.045 ɾ
31.260 0.045 ə
31.350 0.045 s
31.440 0.045 æ
31.500 0.045 tʰ
31.560 0.045 ʌ
31.650 0.045 v
31.740 0.045 ɹ
31.800 0.045 o
31.860 0.045 l
31.950 0.045 b̥
32.010 0.045 ɑ
32.130 0.045 ɾ
32.190 0.045 æ
32.220 0.045 n
32.310 0.045 b̥
32.370 0.045 ɑ
32.490 0.045 ɾ
32.550 0.045 ə
32.610 0.045 m
32.670 0.045 ə
32.730 0.045 n
32.820 0.045 s
32.880 0.045 æ
32.940 0.045 n
32.970 0.045 d
33.000 0.045 n
33.030 0.045 j
33.060 0.045 u
33.210 0.045 z
33.270 0.045 ɹ̩
33.420 0.045 ɹ
33.480 0.045 e
33.540 0.045 j
33.600 0.045 ɾʲ
33.660 0.045 ɪ
33.690 0.045 ŋ
33.780 0.045 z
33.840 0.045 ʌ
33.900 0.045 v
34.020 0.045 s
34.080 0.045 o
34.140 0.045 w
34.230 0.045 ʃ
34.290 0.045 ə
34.380 0.045 l
34.470 0.045 ɪ
34.500 0.045 n
34.650 0.045 f
34.710 0.045 ʌ
34.800 0.045 ŋ
34.830 0.045 k
34.890 0.045 s
34.980 0.045 ə
35.010 0.045 n
35.100 0.045 uː
35.190 0.045 p
35.280 0.045 uə
35.370 0.045 f
35.460 0.045 ɔ
35.520 0.045 ɹ
35.580 0.045 m
35.700 0.045 ə
35.760 0.045 n
35.910 0.045 s
36.630 0.045 t
36.720 0.045 ə
36.810 0.045 ɪ
36.900 0.045 z
36.960 0.045 æ
37.080 0.045 p̚
37.110 0.045 s
37.170 0.045 t
37.200 0.045 ə
37.230 0.045 ɾʲ
37.260 0.045 i
37.380 0.045 z
37.470 0.045 æ
37.620 0.045 t͡ʃʲ
37.680 0.045 ɻ̩
37.770 0.045 v
37.830 0.045 j
37.860 0.045 u
38.040 0.045 tʰ
38.130 0.045 z
38.520 0.045 n
38.580 0.045 e
38.610 0.045 j
38.700 0.045 tʰ
38.760 0.045 ɪ
38.820 0.045 n
38.910 0.045 æ
39.000 0.045 z
39.090 0.045 d
39.150 0.045 ə
39.240 0.045 v
39.300 0.045 ɛ
39.390 0.045 l
39.450 0.045 ə
39.510 0.045 n
39.600 0.045 s
39.690 0.045 l
39.750 0.045 i
39.900 0.045 z
39.990 0.045 h
40.020 0.045 ɹ̩
40.170 0.045 s
40.230 0.045 o
40.290 0.045 w
40.380 0.045 ʐ
40.440 0.045 ə
40.500 0.045 l
40.590 0.045 i
40.680 0.045 ə
40.770 0.045 s
40.860 0.045 ɯ
40.950 0.045 z
41.010 0.045 t
41.040 0.045 ə
41.160 0.045 v
41.220 0.045 ɹ
41.280 0.045 o
41.340 0.045 w
41.400 0.045 b̞
41.490 0.045 ə
41.670 0.045 z
41.730 0.045 t
41.790 0.045 ə
41.880 0.045 m
41.940 0.045 ɑ
42.090 0.045 dʒ
42.150 0.045 ə
42.240 0.045 l
42.300 0.045 i
42.420 0.045 ð
42.480 0.045 ɛ
42.540 0.045 ɹ
42.660 0.045 f
42.750 0.045 i
42.900 0.045 b̥
42.960 0.045 æ
43.080 0.045 k
43.140 0.045 f
43.200 0.045 ɔ
43.230 0.045 ɹ
43.440 0.045 i
43.560 0.045 ə
43.650 0.045 b̥
43.710 0.045 ɪ
43.770 0.045 l
43.860 0.045 ə
43.950 0.045 tʰ
44.040 0.045 i
44.190 0.045 z
44.280 0.045 ə
44.310 0.045 n
44.430 0.045 ɟ
44.490 0.045 e
44.520 0.045 j
44.580 0.045 m
44.700 0.045 z
44.760 0.045 f
44.790 0.045 h
44.820 0.045 ɹ̩
44.970 0.045 tʃ
45.030 0.045 ɪ
45.090 0.045 l
45.180 0.045 d
45.210 0.045 ɹ
45.240 0.045 ə
45.300 0.045 n
45.390 0.045 ð
45.420 0.045 ɪ
45.510 0.045 s
45.750 0.045 ɹ
45.810 0.045 i
45.930 0.045 b̥
45.960 0.045 ɹ
46.020 0.045 o
46.080 0.045 l̪
46.170 0.045 p
46.290 0.045 ɑ
46.410 0.045 l̪
46.530 0.045 z
46.620 0.045 i
47.130 0.045 æ
47.160 0.045 n
47.190 0.045 d
47.280 0.045 f
47.310 0.045 ɔ
47.340 0.045 ɹ
47.520 0.045 o
47.610 0.045 w
47.700 0.045 b̥
47.730 0.045 a
47.820 0.045 j
47.850 0.045 ɾ
47.970 0.045 ɑ
48.030 0.045 ɹ
48.150 0.045 m
48.270 0.045 z
48.390 0.045 ə
48.570 0.045 s
48.660 0.045 ɛ
48.780 0.045 s
48.900 0.045 f
48.960 0.045 ʌ
49.020 0.045 ŋ
49.080 0.045 k
49.140 0.045 tʂ
49.200 0.045 ə
49.230 0.045 n
49.320 0.045 ə
49.380 0.045 l
49.440 0.045 ɪ
49.470 0.045 m
49.590 0.045 p
49.620 0.045 ɹ
49.680 0.045 u
49.800 0.045 v
49.860 0.045 m
49.890 0.045 ə
49.920 0.045 n
50.040 0.045 s
50.100 0.045 æ
50.160 0.045 n
50.190 0.045 d
50.280 0.045 p
50.370 0.045 ɑ
50.460 0.045 w
50.580 0.045 z
50.670 0.045 t
50.790 0.045 ø
51.000 0.045 p
51.060 0.045 ɑ
51.090 0.045 ɹ
51.240 0.045 tʂ
51.300 0.045 ɪ
51.390 0.045 s
51.450 0.045 ə
51.510 0.045 v
51.570 0.045 ə
51.630 0.045 n
51.840 0.045 s

Mina Kian.wav
0.150 0.045 h
0.270 0.045 ɪ
0.330 0.045 ɹ
0.540 0.045 z
0.600 0.045 w
0.660 0.045 ɛ
0.720 0.045 ɹ
0.840 0.045 m
0.900 0.045 i
0.990 0.045 n
1.050 0.045 ə
1.200 0.045 s
1.320 0.045 ɪ
1.470 0.045 n
1.560 0.045 s
2.340 0.045 m
2.400 0.045 i
2.490 0.045 n
2.520 0.045 ɴ
2.580 0.045 æ
2.730 0.045 z
2.820 0.045 ə
2.940 0.045 ts
3.000 0.045 ɹ̩
3.210 0.045 h
3.270 0.045 ɪ
3.360 0.045 ɹ
3.510 0.045 p
3.630 0.045 i
3.780 0.045 e
3.810 0.045 j
3.930 0.045 d
4.080 0.045 tɕ
4.170 0.045 i
4.410 0.045 s
4.470 0.045 t
4.560 0.045 ɨ
4.830 0.045 n
5.580 0.045 ʃ
5.640 0.045 i
5.760 0.045 ɪ
5.820 0.045 z
5.910 0.045 p
6.030 0.045 æ
6.210 0.045 s
6.300 0.045 ə
6.330 0.045 n
6.420 0.045 ɪ
6.450 0.045 n
6.510 0.045 ə
6.570 0.045 b̥
6.630 0.045 a
6.660 0.045 w
6.750 0.045 tʰ
6.870 0.045 ɹ
6.930 0.045 i
7.080 0.045 s
7.140 0.045 ɹ̩
7.260 0.045 d͡ʒ
7.350 0.045 ɪ
7.380 0.045 ŋ
7.470 0.045 t
7.530 0.045 h
7.590 0.045 æ
7.680 0.045 v
7.770 0.045 m
7.830 0.045 ə
7.920 0.045 l
7.980 0.045 ɑ
8.130 0.045 dʒ
8.190 0.045 ə
8.280 0.045 ʁ
8.340 0.045 ə
8.370 0.045 l
8.460 0.045 s
8.550 0.045 ə
8.610 0.045 l
8.700 0.045 u
8.820 0.045 ʃ
8.910 0.045 ə
8.940 0.045 n
9.120 0.045 ts
9.180 0.045 ə
9.360 0.045 d
9.420 0.045 ɹ
9.480 0.045 ɛ
9.630 0.045 s
9.750 0.045 ə
9.840 0.045 m
9.900 0.045 ə
9.930 0.045 n
10.020 0.045 t
10.080 0.045 ə
10.110 0.045 l
10.230 0.045 h
10.290 0.045 ɛ
10.350 0.045 l
10.470 0.045 θ
10.560 0.045 æ
10.590 0.045 n
10.710 0.045 dʲ
10.770 0.045 ɪ
10.860 0.045 n
10.950 0.045 ɪ
11.100 0.045 k
11.820 0.045 h
11.880 0.045 ɹ̩
12.060 0.045 ɹ
12.120 0.045 i
12.270 0.045 θ
12.360 0.045 ɹ̩
12.510 0.045 t͡ʃʲ
12.630 0.045 f
12.690 0.045 o
12.750 0.045 w
12.810 0.045 g
12.870 0.045 ə
12.930 0.045 s
13.020 0.045 ə
13.080 0.045 z
13.170 0.045 ə
13.230 0.045 n
13.320 0.045 j
13.380 0.045 u
13.500 0.045 z
13.560 0.045 ɪ
13.590 0.045 ŋ
13.740 0.045 s
13.830 0.045 o
13.890 0.045 w
13.980 0.045 ʐ
14.010 0.045 ə
14.100 0.045 l
14.160 0.045 i
14.280 0.045 ə
14.370 0.045 s
14.460 0.045 ɯ
14.550 0.045 z
14.640 0.045 ə
14.790 0.045 ɹ
14.850 0.045 o
14.940 0.045 w
15.000 0.045 b̞
15.060 0.045 ə
15.210 0.045 d
15.330 0.045 s
15.360 0.045 t
15.420 0.045 ɻ̩
15.540 0.045 d
15.600 0.045 n
15.660 0.045 ɪ
15.690 0.045 n
15.750 0.045 ð
15.780 0.045 ə
15.840 0.045 s
15.900 0.045 t
15.960 0.045 ɹ̩
16.110 0.045 t
16.170 0.045 ɛ
16.260 0.045 ɹ
16.320 0.045 ə
16.410 0.045 b̥
16.470 0.045 iː
16.590 0.045 tʰ
16.650 0.045 i
16.770 0.045 j
16.830 0.045 ʌ
16.920 0.045 ŋ
16.980 0.045 ð
17.040 0.045 ə
17.130 0.045 d
17.190 0.045 ɑ
17.310 0.045 l
17.370 0.045 g
17.430 0.045 z
17.490 0.045 æ
17.520 0.045 n
17.670 0.045 ɔ
17.700 0.045 ɹ
17.790 0.045 d
17.850 0.045 ɹ̩
17.940 0.045 z
18.000 0.045 ə
18.120 0.045 s
18.180 0.045 ə
18.210 0.045 m
18.270 0.045 p
18.360 0.045 ɔ
18.390 0.045 ɹ
18.450 0.045 tʰ
18.540 0.045 ð
18.600 0.045 ɛ
18.630 0.045 ɹ
18.780 0.045 m
18.810 0.045 ɛ
18.870 0.045 n
18.960 0.045 ts
19.020 0.045 ə
19.050 0.045 l
19.140 0.045 h
19.200 0.045 ɛ
19.350 0.045 l
19.500 0.045 θ
20.190 0.045 m
20.250 0.045 i
20.340 0.045 n
20.430 0.045 ə
20.610 0.045 z
20.670 0.045 ɑ
20.850 0.045 s
20.910 0.045 ə
20.970 0.045 l
21.030 0.045 æ
21.060 0.045 n
21.090 0.045 d
21.150 0.045 p
21.240 0.045 æ
21.420 0.045 s
21.480 0.045 ə
21.540 0.045 n
21.600 0.045 ə
21.660 0.045 tʰ
21.690 0.045 æ
21.720 0.045 n
21.780 0.045 d
21.840 0.045 ɛ
21.870 0.045 n
21.990 0.045 t
22.080 0.045 ɔ
22.140 0.045 ɹ
22.200 0.045 d
22.260 0.045 ə
22.350 0.045 m
22.440 0.045 ʌ
22.470 0.045 l̪
22.500 0.045 l
22.560 0.045 f
22.620 0.045 ə
22.680 0.045 b̥
22.740 0.045 ə
22.770 0.045 l
22.890 0.045 b̥
22.950 0.045 ɹ
23.010 0.045 a
23.070 0.045 j
23.130 0.045 tʰ
23.190 0.045 ʌ
23.250 0.045 n
23.310 0.045 d
23.340 0.045 ɹ̩
23.460 0.045 g
23.520 0.045 ɹ
23.580 0.045 æ
23.760 0.045 d͡ʒ
23.820 0.045 ə
23.940 0.045 ɪ
23.970 0.045 tʰ
24.060 0.045 ɹ
24.120 0.045 i
24.270 0.045 s
24.330 0.045 ɻ̩
24.450 0.045 tʃ
24.540 0.045 ɻ̩
24.750 0.045 z
25.440 0.045 æ
25.470 0.045 n
25.530 0.045 h
25.590 0.045 ɹ̩
25.740 0.045 s
25.830 0.045 t
25.890 0.045 ɛ
25.950 0.045 ɹ
26.100 0.045 t
26.190 0.045 a
26.310 0.045 j
26.430 0.045 m
26.940 0.045 i
27.030 0.045 n
27.120 0.045 ə
27.300 0.045 ʌ
27.540 0.045 s
27.600 0.045 ə
27.690 0.045 g
27.750 0.045 æ
27.900 0.045 n
28.020 0.045 s
28.080 0.045 æ
28.140 0.045 n
28.290 0.045 s
28.380 0.045 k
28.470 0.045 i

stop7.wav
0.120 0.045 h
0.420 0.045 ʂ
2.130 0.045 s̪
2.220 0.045 ʌ
2.310 0.045 ɾ
2.370 0.045 ɪ
2.490 0.045 l̪
2.580 0.045 a
2.910 0.045 ɕ
3.030 0.045 a
3.180 0.045 v
3.270 0.045 ʌ
3.360 0.045 s̪
3.420 0.045 iː
3.540 0.045 t͡ʃʲ
3.660 0.045 o

stop3.wav
0.180 0.045 a
0.450 0.045 ʂ
0.540 0.045 ɒ
2.130 0.045 ts
2.220 0.045 ʌ
2.340 0.045 ɾ
2.400 0.045 ɪ
2.550 0.045 ɕ
2.640 0.045 æ
2.880 0.045 s
3.000 0.045 uə
3.030 0.045 ɥ
3.120 0.045 i

stop2.wav
0.180 0.045 a
0.420 0.045 ʂ
2.130 0.045 ts
2.220 0.045 o
2.310 0.045 ɾ
2.370 0.045 e
2.520 0.045 ɕ
2.610 0.045 æ
2.730 0.045 ɡ
2.790 0.045 e
2.850 0.045 ɴ
3.000 0.045 s
3.120 0.045 a
3.390 0.045 l

stop1.wav
0.120 0.045 ʔ
0.450 0.045 ʂ
2.130 0.045 s̪
2.220 0.045 ʌ
2.340 0.045 ɾ
2.370 0.045 i
2.490 0.045 ʂ
2.550 0.045 ɾ
2.580 0.045 e
2.790 0.045 ɕ
2.910 0.045 a
3.060 0.045 v
3.120 0.045 o
3.210 0.045 ɳ
3.270 0.045 ɪ
3.390 0.045 l̪
3.450 0.045 a
3.600 0.045 ɾ

Leticia Pinto Alva_present.wav
0.150 0.045 ts
0.180 0.045 e
0.270 0.045 ʂ
0.360 0.045 ɻ̩
0.480 0.045 b̞
0.540 0.045 ɨ
0.690 0.045 tɕʰ
0.780 0.045 i
0.900 0.045 ɕ
0.990 0.045 ɻ̩
1.080 0.045 s
1.170 0.045 d
1.260 0.045 æ
1.530 0.045 s
1.650 0.045 k
2.400 0.045 s
2.460 0.045 ʏ
2.550 0.045 n
2.640 0.045 s
2.700 0.045 l
2.730 0.045 ə
2.850 0.045 t
2.910 0.045 iː
3.030 0.045 d͡ʒ
3.120 0.045 ə
3.300 0.045 z
3.390 0.045 h
3.450 0.045 ɪ
3.510 0.045 ɹ
3.630 0.045 ʃ
3.720 0.045 i
3.810 0.045 w
3.870 0.045 ɪ
3.900 0.045 l
3.990 0.045 s
4.080 0.045 e
4.140 0.045 j
4.230 0.045 l
4.410 0.045 ɪ
4.470 0.045 tʰ
4.500 0.045 ə
4.560 0.045 l
4.650 0.045 b̥
4.710 0.045 ɛ
4.770 0.045 ɾʲ
4.830 0.045 ə
4.920 0.045 b̥
4.980 0.045 a
5.070 0.045 j
5.100 0.045 ɾ
5.220 0.045 ɹ̩
5.370 0.045 ɹ
5.460 0.045 i
5.610 0.045 s
5.700 0.045 ɹ̩
5.940 0.045 t͡ʃʲ
6.720 0.045 t̪ʰ
6.780 0.045 e
6.840 0.045 j
6.930 0.045 t͡ɕ
6.990 0.045 i
7.110 0.045 ə
7.230 0.045 w
7.290 0.045 e
7.350 0.045 j
7.440 0.045 l
7.560 0.045 æ
7.680 0.045 ɕ
7.770 0.045 iː
7.890 0.045 ɕ
7.980 0.045 ɹ̩

Zhonghao Shi.wav
0.150 0.045 ð
0.210 0.045 ɪ
0.300 0.045 s
0.360 0.045 ɪ
0.450 0.045 z
0.570 0.045 tʃ
0.690 0.045 o
0.840 0.045 n
0.960 0.045 h
1.050 0.045 a
1.230 0.045 w
1.440 0.045 z
1.530 0.045 d
1.620 0.045 ɛ
1.860 0.045 s
1.980 0.045 k
2.730 0.045 t͡ʃʲ
2.820 0.045 ɪ
2.940 0.045 l
3.030 0.045 h
3.150 0.045 a
3.360 0.045 w
3.570 0.045 z
3.630 0.045 ɪ
3.750 0.045 f
3.810 0.045 ɔ
3.870 0.045 ɹ
4.020 0.045 θ
4.080 0.045 ɪ
4.200 0.045 ɹ
4.320 0.045 p
4.440 0.045 i
4.680 0.045 d
4.860 0.045 t
4.950 0.045 i
5.130 0.045 s
5.250 0.045 t
5.310 0.045 ɨ
6.390 0.045 h
6.450 0.045 ɪ
6.600 0.045 z
6.690 0.045 ɹ
6.780 0.045 i
6.900 0.045 z
6.960 0.045 ɹ̩
7.140 0.045 t͡ʃʲ
7.290 0.045 o
7.350 0.045 l̪
7.440 0.045 k
7.500 0.045 ə
7.560 0.045 s
7.650 0.045 ə
7.710 0.045 z
7.800 0.045 ɑ
7.860 0.045 n
7.890 0.045 ð
7.920 0.045 ə
8.010 0.045 p
8.130 0.045 ɹ̩
8.250 0.045 s
8.310 0.045 ə
8.340 0.045 n
8.490 0.045 l
8.550 0.045 ɪ
8.640 0.045 z
8.700 0.045 e
8.760 0.045 j
8.850 0.045 ʃ
8.940 0.045 ə
8.970 0.045 n
9.090 0.045 æ
9.270 0.045 z
9.360 0.045 ð
9.420 0.045 æ
9.510 0.045 ɾ
9.570 0.045 s
9.630 0.045 ʌ
9.660 0.045 v
9.780 0.045 s
9.870 0.045 o
9.930 0.045 w
9.990 0.045 ʂ
10.080 0.045 ə
10.140 0.045 l
10.230 0.045 i
10.320 0.045 ə
10.440 0.045 s
10.530 0.045 ə
10.590 0.045 z
10.650 0.045 t
10.710 0.045 ə
10.800 0.045 v
10.890 0.045 ɹ
10.950 0.045 o
11.010 0.045 l
11.100 0.045 b̥
11.160 0.045 ə
11.400 0.045 tʰ
11.490 0.045 s
12.240 0.045 m
12.300 0.045 ɔ
12.360 0.045 ɹ
12.510 0.045 s
12.600 0.045 p
12.630 0.045 ə
12.750 0.045 s
12.840 0.045 ɪ
12.900 0.045 z
12.960 0.045 ə
13.020 0.045 t̪
13.140 0.045 l
13.200 0.045 i
13.680 0.045 b̥
13.740 0.045 a
13.770 0.045 j
13.920 0.045 l
13.980 0.045 ɛ
14.100 0.045 v
14.160 0.045 ɹ̩
14.310 0.045 z
14.370 0.045 ɪ
14.430 0.045 n
14.550 0.045 t
14.670 0.045 u
14.760 0.045 l
14.850 0.045 z
14.910 0.045 a
14.970 0.045 j
15.090 0.045 k
15.150 0.045 ə
15.180 0.045 m
15.300 0.045 p
15.330 0.045 j
15.390 0.045 u
15.510 0.045 tʰ
15.570 0.045 ɹ̩
15.720 0.045 v
15.780 0.045 ɪ
15.870 0.045 ʐ
15.930 0.045 ə
15.990 0.045 n
16.080 0.045 æ
16.110 0.045 n
16.170 0.045 d
16.230 0.045 ɹ
16.290 0.045 i
16.410 0.045 ɪ
16.440 0.045 n
